-----------------------------------------------------------------------------------
Identifier:,IHS5922-20192M01
File Name:,XXLP70B.1
Ear:,L
Channel:,2
Intensity:,70 dB HL
Stim. Rate:,  1.10/s
Stim. Mode:,0
Sweeps:,61
Artifacts:,0
Smp. Period:,1000.00 us
Amp. Gain:, 50.00 K
Low Pass:, 30.00 Hz
High Pass:,  1.00 Hz
Notch Filter:,TRUE
Stimulus:,100
Stim. Freq.:,1000 Hz
Stim. Dur.:,2000 pnts
Masking:,0 dB SPL
Stim. Point:,513
-----------------------------------------------------------------------------------
Peak Information:,Label,Peak(+),Peak(+)(ms),Peak(-),Peak(-)(ms)
,21, 839,326.00,1007,494.00,
-----------------------------------------------------------------------------------


Data Pnt:,Data Pnt(ms):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):
   1,-512.00,       0,  0.00,       0,  0.00,       0,  0.00
   2,-511.00,       0,  0.00,       0,  0.00,       0,  0.00
   3,-510.00,       0,  0.00,       0,  0.00,       0,  0.00
   4,-509.00,       0,  0.00,       0,  0.00,       0,  0.00
   5,-508.00,       0,  0.00,       0,  0.00,       0,  0.00
   6,-507.00,       0,  0.00,       0,  0.00,       0,  0.00
   7,-506.00,       0,  0.00,       0,  0.00,       0,  0.00
   8,-505.00,       0,  0.00,       0,  0.00,       0,  0.00
   9,-504.00,       0,  0.00,       0,  0.00,       0,  0.00
  10,-503.00,       0,  0.00,       0,  0.00,       0,  0.00
  11,-502.00,       0,  0.00,       0,  0.00,       0,  0.00
  12,-501.00,       0,  0.00,       0,  0.00,       0,  0.00
  13,-500.00,       0,  0.00,       0,  0.00,       0,  0.00
  14,-499.00,       0,  0.00,       0,  0.00,       0,  0.00
  15,-498.00,       0,  0.00,       0,  0.00,       0,  0.00
  16,-497.00,       0,  0.00,       0,  0.00,       0,  0.00
  17,-496.00,       0,  0.00,       0,  0.00,       0,  0.00
  18,-495.00,       0,  0.00,       0,  0.00,       0,  0.00
  19,-494.00,       0,  0.00,       0,  0.00,       0,  0.00
  20,-493.00,       0,  0.00,       0,  0.00,       0,  0.00
  21,-492.00,       0,  0.00,       0,  0.00,       0,  0.00
  22,-491.00,       0,  0.00,       0,  0.00,       0,  0.00
  23,-490.00,       0,  0.00,       0,  0.00,       0,  0.00
  24,-489.00,       0,  0.00,       0,  0.00,       0,  0.00
  25,-488.00,       0,  0.00,       0,  0.00,       0,  0.00
  26,-487.00,       0,  0.00,       0,  0.00,       0,  0.00
  27,-486.00,       0,  0.00,       0,  0.00,       0,  0.00
  28,-485.00,       0,  0.00,       0,  0.00,       0,  0.00
  29,-484.00,       0,  0.00,       0,  0.00,       0,  0.00
  30,-483.00,       0,  0.00,       0,  0.00,       0,  0.00
  31,-482.00,       0,  0.00,       0,  0.00,       0,  0.00
  32,-481.00,       0,  0.00,       0,  0.00,       0,  0.00
  33,-480.00,       0,  0.00,       0,  0.00,       0,  0.00
  34,-479.00,       0,  0.00,       0,  0.00,       0,  0.00
  35,-478.00,       0,  0.00,       0,  0.00,       0,  0.00
  36,-477.00,       0,  0.00,       0,  0.00,       0,  0.00
  37,-476.00,       0,  0.00,       0,  0.00,       0,  0.00
  38,-475.00,       0,  0.00,       0,  0.00,       0,  0.00
  39,-474.00,       0,  0.00,       0,  0.00,       0,  0.00
  40,-473.00,       0,  0.00,       0,  0.00,       0,  0.00
  41,-472.00,       0,  0.00,       0,  0.00,       0,  0.00
  42,-471.00,       0,  0.00,       0,  0.00,       0,  0.00
  43,-470.00,       0,  0.00,       0,  0.00,       0,  0.00
  44,-469.00,       0,  0.00,       0,  0.00,       0,  0.00
  45,-468.00,       0,  0.00,       0,  0.00,       0,  0.00
  46,-467.00,       0,  0.00,       0,  0.00,       0,  0.00
  47,-466.00,       0,  0.00,       0,  0.00,       0,  0.00
  48,-465.00,       0,  0.00,       0,  0.00,       0,  0.00
  49,-464.00,       0,  0.00,       0,  0.00,       0,  0.00
  50,-463.00,       0,  0.00,       0,  0.00,       0,  0.00
  51,-462.00,       0,  0.00,       0,  0.00,       0,  0.00
  52,-461.00,       0,  0.00,       0,  0.00,       0,  0.00
  53,-460.00,       0,  0.00,       0,  0.00,       0,  0.00
  54,-459.00,       0,  0.00,       0,  0.00,       0,  0.00
  55,-458.00,       0,  0.00,       0,  0.00,       0,  0.00
  56,-457.00,       0,  0.00,       0,  0.00,       0,  0.00
  57,-456.00,       0,  0.00,       0,  0.00,       0,  0.00
  58,-455.00,       0,  0.00,       0,  0.00,       0,  0.00
  59,-454.00,       0,  0.00,       0,  0.00,       0,  0.00
  60,-453.00,       0,  0.00,       0,  0.00,       0,  0.00
  61,-452.00,       0,  0.00,       0,  0.00,       0,  0.00
  62,-451.00,       0,  0.00,       0,  0.00,       0,  0.00
  63,-450.00,       0,  0.00,       0,  0.00,       0,  0.00
  64,-449.00,       0,  0.00,       0,  0.00,       0,  0.00
  65,-448.00,       0,  0.00,       0,  0.00,       0,  0.00
  66,-447.00,       0,  0.00,       0,  0.00,       0,  0.00
  67,-446.00,       0,  0.00,       0,  0.00,       0,  0.00
  68,-445.00,       0,  0.00,       0,  0.00,       0,  0.00
  69,-444.00,       0,  0.00,       0,  0.00,       0,  0.00
  70,-443.00,       0,  0.00,       0,  0.00,       0,  0.00
  71,-442.00,       0,  0.00,       0,  0.00,       0,  0.00
  72,-441.00,       0,  0.00,       0,  0.00,       0,  0.00
  73,-440.00,       0,  0.00,       0,  0.00,       0,  0.00
  74,-439.00,       0,  0.00,       0,  0.00,       0,  0.00
  75,-438.00,       0,  0.00,       0,  0.00,       0,  0.00
  76,-437.00,       0,  0.00,       0,  0.00,       0,  0.00
  77,-436.00,       0,  0.00,       0,  0.00,       0,  0.00
  78,-435.00,       0,  0.00,       0,  0.00,       0,  0.00
  79,-434.00,       0,  0.00,       0,  0.00,       0,  0.00
  80,-433.00,       0,  0.00,       0,  0.00,       0,  0.00
  81,-432.00,       0,  0.00,       0,  0.00,       0,  0.00
  82,-431.00,       0,  0.00,       0,  0.00,       0,  0.00
  83,-430.00,       0,  0.00,       0,  0.00,       0,  0.00
  84,-429.00,       0,  0.00,       0,  0.00,       0,  0.00
  85,-428.00,       0,  0.00,       0,  0.00,       0,  0.00
  86,-427.00,       0,  0.00,       0,  0.00,       0,  0.00
  87,-426.00,       0,  0.00,       0,  0.00,       0,  0.00
  88,-425.00,       0,  0.00,       0,  0.00,       0,  0.00
  89,-424.00,       0,  0.00,       0,  0.00,       0,  0.00
  90,-423.00,       0,  0.00,       0,  0.00,       0,  0.00
  91,-422.00,       0,  0.00,       0,  0.00,       0,  0.00
  92,-421.00,       0,  0.00,       0,  0.00,       0,  0.00
  93,-420.00,       0,  0.00,       0,  0.00,       0,  0.00
  94,-419.00,       0,  0.00,       0,  0.00,       0,  0.00
  95,-418.00,       0,  0.00,       0,  0.00,       0,  0.00
  96,-417.00,       0,  0.00,       0,  0.00,       0,  0.00
  97,-416.00,       0,  0.00,       0,  0.00,       0,  0.00
  98,-415.00,       0,  0.00,       0,  0.00,       0,  0.00
  99,-414.00,       0,  0.00,       0,  0.00,       0,  0.00
 100,-413.00,       0,  0.00,       0,  0.00,       0,  0.00
 101,-412.00,       0,  0.00,       0,  0.00,       0,  0.00
 102,-411.00,       0,  0.00,       0,  0.00,       0,  0.00
 103,-410.00,       0,  0.00,       0,  0.00,       0,  0.00
 104,-409.00,       0,  0.00,       0,  0.00,       0,  0.00
 105,-408.00,       0,  0.00,       0,  0.00,       0,  0.00
 106,-407.00,       0,  0.00,       0,  0.00,       0,  0.00
 107,-406.00,       0,  0.00,       0,  0.00,       0,  0.00
 108,-405.00,       0,  0.00,       0,  0.00,       0,  0.00
 109,-404.00,       0,  0.00,       0,  0.00,       0,  0.00
 110,-403.00,     134,  0.01,     138,  0.03,      -4, -0.00
 111,-402.00,    -270, -0.03,    -275, -0.06,       5,  0.00
 112,-401.00,    -775, -0.08,    -799, -0.16,      24,  0.00
 113,-400.00,    -494, -0.05,    -529, -0.11,      35,  0.00
 114,-399.00,    1358,  0.14,    1360,  0.28,      -2, -0.00
 115,-398.00,    5011,  0.50,    5153,  1.05,    -142, -0.03
 116,-397.00,    9859,  0.99,   10286,  2.09,    -427, -0.09
 117,-396.00,   13152,  1.32,   13935,  2.84,    -783, -0.16
 118,-395.00,   14341,  1.43,   15409,  3.14,   -1068, -0.22
 119,-394.00,   13775,  1.38,   14891,  3.03,   -1116, -0.23
 120,-393.00,   12443,  1.25,   13220,  2.69,    -777, -0.16
 121,-392.00,   11380,  1.14,   11443,  2.33,     -63, -0.01
 122,-391.00,   11117,  1.11,   10217,  2.08,     900,  0.18
 123,-390.00,   11052,  1.11,    9028,  1.84,    2024,  0.41
 124,-389.00,   11355,  1.14,    8104,  1.65,    3251,  0.66
 125,-388.00,   12018,  1.20,    7468,  1.52,    4550,  0.93
 126,-387.00,   13052,  1.31,    7100,  1.44,    5952,  1.21
 127,-386.00,   14325,  1.43,    6967,  1.42,    7358,  1.50
 128,-385.00,   15622,  1.56,    6997,  1.42,    8625,  1.75
 129,-384.00,   16791,  1.68,    7117,  1.45,    9674,  1.97
 130,-383.00,   17672,  1.77,    7197,  1.46,   10475,  2.13
 131,-382.00,   18146,  1.82,    7113,  1.45,   11033,  2.24
 132,-381.00,   18288,  1.83,    6865,  1.40,   11423,  2.32
 133,-380.00,   18250,  1.83,    6546,  1.33,   11704,  2.38
 134,-379.00,   18108,  1.81,    6187,  1.26,   11921,  2.43
 135,-378.00,   17942,  1.80,    5782,  1.18,   12160,  2.47
 136,-377.00,   17728,  1.77,    5211,  1.06,   12517,  2.55
 137,-376.00,   17374,  1.74,    4332,  0.88,   13042,  2.65
 138,-375.00,   16823,  1.68,    3124,  0.64,   13699,  2.79
 139,-374.00,   16098,  1.61,    1641,  0.33,   14457,  2.94
 140,-373.00,   15233,  1.52,     -42, -0.00,   15275,  3.11
 141,-372.00,   14381,  1.44,   -1752, -0.36,   16133,  3.28
 142,-371.00,   13739,  1.37,   -3286, -0.67,   17025,  3.46
 143,-370.00,   13450,  1.35,   -4499, -0.92,   17949,  3.65
 144,-369.00,   13520,  1.35,   -5331, -1.08,   18851,  3.84
 145,-368.00,   13809,  1.38,   -5866, -1.19,   19675,  4.00
 146,-367.00,   14097,  1.41,   -6286, -1.28,   20383,  4.15
 147,-366.00,   14130,  1.41,   -6716, -1.37,   20846,  4.24
 148,-365.00,   13728,  1.37,   -7207, -1.47,   20935,  4.26
 149,-364.00,   12820,  1.28,   -7766, -1.58,   20586,  4.19
 150,-363.00,   11363,  1.14,   -8421, -1.71,   19784,  4.03
 151,-362.00,    9418,  0.94,   -9197, -1.87,   18615,  3.79
 152,-361.00,    7165,  0.72,  -10143, -2.06,   17308,  3.52
 153,-360.00,    4816,  0.48,  -11282, -2.30,   16098,  3.28
 154,-359.00,    2578,  0.26,  -12601, -2.56,   15179,  3.09
 155,-358.00,     618,  0.06,  -14019, -2.85,   14637,  2.98
 156,-357.00,   -1108, -0.11,  -15439, -3.14,   14331,  2.92
 157,-356.00,   -2643, -0.26,  -16721, -3.40,   14078,  2.86
 158,-355.00,   -3946, -0.39,  -17743, -3.61,   13797,  2.81
 159,-354.00,   -4996, -0.50,  -18480, -3.76,   13484,  2.74
 160,-353.00,   -5771, -0.58,  -18938, -3.85,   13167,  2.68
 161,-352.00,   -6295, -0.63,  -19129, -3.89,   12834,  2.61
 162,-351.00,   -6688, -0.67,  -19069, -3.88,   12381,  2.52
 163,-350.00,   -7076, -0.71,  -18803, -3.83,   11727,  2.39
 164,-349.00,   -7536, -0.75,  -18417, -3.75,   10881,  2.21
 165,-348.00,   -8181, -0.82,  -18039, -3.67,    9858,  2.01
 166,-347.00,   -8995, -0.90,  -17705, -3.60,    8710,  1.77
 167,-346.00,   -9907, -0.99,  -17413, -3.54,    7506,  1.53
 168,-345.00,  -10811, -1.08,  -17176, -3.49,    6365,  1.30
 169,-344.00,  -11645, -1.17,  -17058, -3.47,    5413,  1.10
 170,-343.00,  -12386, -1.24,  -17169, -3.49,    4783,  0.97
 171,-342.00,  -13112, -1.31,  -17561, -3.57,    4449,  0.91
 172,-341.00,  -13781, -1.38,  -18126, -3.69,    4345,  0.88
 173,-340.00,  -14328, -1.43,  -18705, -3.81,    4377,  0.89
 174,-339.00,  -14690, -1.47,  -19168, -3.90,    4478,  0.91
 175,-338.00,  -14794, -1.48,  -19422, -3.95,    4628,  0.94
 176,-337.00,  -14588, -1.46,  -19436, -3.95,    4848,  0.99
 177,-336.00,  -14202, -1.42,  -19214, -3.91,    5012,  1.02
 178,-335.00,  -13809, -1.38,  -18783, -3.82,    4974,  1.01
 179,-334.00,  -13542, -1.36,  -18167, -3.70,    4625,  0.94
 180,-333.00,  -13519, -1.35,  -17435, -3.55,    3916,  0.80
 181,-332.00,  -13688, -1.37,  -16639, -3.39,    2951,  0.60
 182,-331.00,  -13938, -1.39,  -15837, -3.22,    1899,  0.39
 183,-330.00,  -14257, -1.43,  -15101, -3.07,     844,  0.17
 184,-329.00,  -14744, -1.48,  -14538, -2.96,    -206, -0.04
 185,-328.00,  -15414, -1.54,  -14176, -2.88,   -1238, -0.25
 186,-327.00,  -16230, -1.62,  -14002, -2.85,   -2228, -0.45
 187,-326.00,  -17016, -1.70,  -13933, -2.83,   -3083, -0.63
 188,-325.00,  -17545, -1.76,  -13896, -2.83,   -3649, -0.74
 189,-324.00,  -17591, -1.76,  -13812, -2.81,   -3779, -0.77
 190,-323.00,  -17142, -1.72,  -13651, -2.78,   -3491, -0.71
 191,-322.00,  -16295, -1.63,  -13351, -2.72,   -2944, -0.60
 192,-321.00,  -15236, -1.52,  -12854, -2.62,   -2382, -0.48
 193,-320.00,  -14194, -1.42,  -12141, -2.47,   -2053, -0.42
 194,-319.00,  -13280, -1.33,  -11269, -2.29,   -2011, -0.41
 195,-318.00,  -12440, -1.24,  -10294, -2.09,   -2146, -0.44
 196,-317.00,  -11627, -1.16,   -9292, -1.89,   -2335, -0.48
 197,-316.00,  -10829, -1.08,   -8287, -1.69,   -2542, -0.52
 198,-315.00,  -10098, -1.01,   -7280, -1.48,   -2818, -0.57
 199,-314.00,   -9563, -0.96,   -6279, -1.28,   -3284, -0.67
 200,-313.00,   -9236, -0.92,   -5285, -1.08,   -3951, -0.80
 201,-312.00,   -9054, -0.91,   -4312, -0.88,   -4742, -0.96
 202,-311.00,   -8980, -0.90,   -3445, -0.70,   -5535, -1.13
 203,-310.00,   -9008, -0.90,   -2764, -0.56,   -6244, -1.27
 204,-309.00,   -9117, -0.91,   -2299, -0.47,   -6818, -1.39
 205,-308.00,   -9315, -0.93,   -2032, -0.41,   -7283, -1.48
 206,-307.00,   -9443, -0.94,   -1862, -0.38,   -7581, -1.54
 207,-306.00,   -9383, -0.94,   -1707, -0.35,   -7676, -1.56
 208,-305.00,   -9157, -0.92,   -1549, -0.32,   -7608, -1.55
 209,-304.00,   -8803, -0.88,   -1345, -0.27,   -7458, -1.52
 210,-303.00,   -8262, -0.83,   -1007, -0.20,   -7255, -1.48
 211,-302.00,   -7516, -0.75,    -497, -0.10,   -7019, -1.43
 212,-301.00,   -6563, -0.66,     142,  0.03,   -6705, -1.36
 213,-300.00,   -5587, -0.56,     764,  0.16,   -6351, -1.29
 214,-299.00,   -4904, -0.49,    1221,  0.25,   -6125, -1.25
 215,-298.00,   -4677, -0.47,    1494,  0.30,   -6171, -1.26
 216,-297.00,   -4819, -0.48,    1662,  0.34,   -6481, -1.32
 217,-296.00,   -5163, -0.52,    1731,  0.35,   -6894, -1.40
 218,-295.00,   -5574, -0.56,    1623,  0.33,   -7197, -1.46
 219,-294.00,   -6033, -0.60,    1234,  0.25,   -7267, -1.48
 220,-293.00,   -6529, -0.65,     575,  0.12,   -7104, -1.45
 221,-292.00,   -7023, -0.70,    -239, -0.05,   -6784, -1.38
 222,-291.00,   -7407, -0.74,   -1060, -0.22,   -6347, -1.29
 223,-290.00,   -7599, -0.76,   -1824, -0.37,   -5775, -1.17
 224,-289.00,   -7492, -0.75,   -2496, -0.51,   -4996, -1.02
 225,-288.00,   -7015, -0.70,   -3012, -0.61,   -4003, -0.81
 226,-287.00,   -6236, -0.62,   -3352, -0.68,   -2884, -0.59
 227,-286.00,   -5387, -0.54,   -3590, -0.73,   -1797, -0.37
 228,-285.00,   -4676, -0.47,   -3778, -0.77,    -898, -0.18
 229,-284.00,   -4202, -0.42,   -3898, -0.79,    -304, -0.06
 230,-283.00,   -3812, -0.38,   -3835, -0.78,      23,  0.00
 231,-282.00,   -3311, -0.33,   -3444, -0.70,     133,  0.03
 232,-281.00,   -2771, -0.28,   -2829, -0.58,      58,  0.01
 233,-280.00,   -2350, -0.24,   -2223, -0.45,    -127, -0.03
 234,-279.00,   -2195, -0.22,   -1846, -0.38,    -349, -0.07
 235,-278.00,   -2321, -0.23,   -1814, -0.37,    -507, -0.10
 236,-277.00,   -2570, -0.26,   -2075, -0.42,    -495, -0.10
 237,-276.00,   -2736, -0.27,   -2451, -0.50,    -285, -0.06
 238,-275.00,   -2774, -0.28,   -2851, -0.58,      77,  0.02
 239,-274.00,   -2642, -0.26,   -3232, -0.66,     590,  0.12
 240,-273.00,   -2301, -0.23,   -3608, -0.73,    1307,  0.27
 241,-272.00,   -1652, -0.17,   -3997, -0.81,    2345,  0.48
 242,-271.00,    -615, -0.06,   -4313, -0.88,    3698,  0.75
 243,-270.00,     834,  0.08,   -4398, -0.89,    5232,  1.06
 244,-269.00,    2540,  0.25,   -4163, -0.85,    6703,  1.36
