-----------------------------------------------------------------------------------
Identifier:,IHS5922-20191P01
File Name:,JSLP70B.6
Ear:,L
Channel:,2
Intensity:,70 dB HL
Stim. Rate:,  1.10/s
Stim. Mode:,0
Sweeps:,60
Artifacts:,0
Smp. Period:,1000.00 us
Amp. Gain:, 50.00 K
Low Pass:, 30.00 Hz
High Pass:,  1.00 Hz
Notch Filter:,TRUE
Stimulus:,100
Stim. Freq.:,1000 Hz
Stim. Dur.:,2000 pnts
Masking:,0 dB SPL
Stim. Point:,513
-----------------------------------------------------------------------------------
Peak Information:,Label,Peak(+),Peak(+)(ms),Peak(-),Peak(-)(ms)
,21, 961,448.00,1012,499.00,
-----------------------------------------------------------------------------------


Data Pnt:,Data Pnt(ms):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):
   1,-512.00,       0,  0.00,       0,  0.00,       0,  0.00
   2,-511.00,       0,  0.00,       0,  0.00,       0,  0.00
   3,-510.00,       0,  0.00,       0,  0.00,       0,  0.00
   4,-509.00,       0,  0.00,       0,  0.00,       0,  0.00
   5,-508.00,       0,  0.00,       0,  0.00,       0,  0.00
   6,-507.00,       0,  0.00,       0,  0.00,       0,  0.00
   7,-506.00,       0,  0.00,       0,  0.00,       0,  0.00
   8,-505.00,       0,  0.00,       0,  0.00,       0,  0.00
   9,-504.00,       0,  0.00,       0,  0.00,       0,  0.00
  10,-503.00,       0,  0.00,       0,  0.00,       0,  0.00
  11,-502.00,       0,  0.00,       0,  0.00,       0,  0.00
  12,-501.00,       0,  0.00,       0,  0.00,       0,  0.00
  13,-500.00,       0,  0.00,       0,  0.00,       0,  0.00
  14,-499.00,       0,  0.00,       0,  0.00,       0,  0.00
  15,-498.00,       0,  0.00,       0,  0.00,       0,  0.00
  16,-497.00,       0,  0.00,       0,  0.00,       0,  0.00
  17,-496.00,       0,  0.00,       0,  0.00,       0,  0.00
  18,-495.00,       0,  0.00,       0,  0.00,       0,  0.00
  19,-494.00,       0,  0.00,       0,  0.00,       0,  0.00
  20,-493.00,       0,  0.00,       0,  0.00,       0,  0.00
  21,-492.00,       0,  0.00,       0,  0.00,       0,  0.00
  22,-491.00,       0,  0.00,       0,  0.00,       0,  0.00
  23,-490.00,       0,  0.00,       0,  0.00,       0,  0.00
  24,-489.00,       0,  0.00,       0,  0.00,       0,  0.00
  25,-488.00,       0,  0.00,       0,  0.00,       0,  0.00
  26,-487.00,       0,  0.00,       0,  0.00,       0,  0.00
  27,-486.00,       0,  0.00,       0,  0.00,       0,  0.00
  28,-485.00,       0,  0.00,       0,  0.00,       0,  0.00
  29,-484.00,       0,  0.00,       0,  0.00,       0,  0.00
  30,-483.00,       0,  0.00,       0,  0.00,       0,  0.00
  31,-482.00,       0,  0.00,       0,  0.00,       0,  0.00
  32,-481.00,       0,  0.00,       0,  0.00,       0,  0.00
  33,-480.00,       0,  0.00,       0,  0.00,       0,  0.00
  34,-479.00,       0,  0.00,       0,  0.00,       0,  0.00
  35,-478.00,       0,  0.00,       0,  0.00,       0,  0.00
  36,-477.00,       0,  0.00,       0,  0.00,       0,  0.00
  37,-476.00,       0,  0.00,       0,  0.00,       0,  0.00
  38,-475.00,       0,  0.00,       0,  0.00,       0,  0.00
  39,-474.00,       0,  0.00,       0,  0.00,       0,  0.00
  40,-473.00,       0,  0.00,       0,  0.00,       0,  0.00
  41,-472.00,       0,  0.00,       0,  0.00,       0,  0.00
  42,-471.00,       0,  0.00,       0,  0.00,       0,  0.00
  43,-470.00,       0,  0.00,       0,  0.00,       0,  0.00
  44,-469.00,       0,  0.00,       0,  0.00,       0,  0.00
  45,-468.00,       0,  0.00,       0,  0.00,       0,  0.00
  46,-467.00,       0,  0.00,       0,  0.00,       0,  0.00
  47,-466.00,       0,  0.00,       0,  0.00,       0,  0.00
  48,-465.00,       0,  0.00,       0,  0.00,       0,  0.00
  49,-464.00,       0,  0.00,       0,  0.00,       0,  0.00
  50,-463.00,       0,  0.00,       0,  0.00,       0,  0.00
  51,-462.00,       0,  0.00,       0,  0.00,       0,  0.00
  52,-461.00,       0,  0.00,       0,  0.00,       0,  0.00
  53,-460.00,       0,  0.00,       0,  0.00,       0,  0.00
  54,-459.00,       0,  0.00,       0,  0.00,       0,  0.00
  55,-458.00,       0,  0.00,       0,  0.00,       0,  0.00
  56,-457.00,       0,  0.00,       0,  0.00,       0,  0.00
  57,-456.00,       0,  0.00,       0,  0.00,       0,  0.00
  58,-455.00,       0,  0.00,       0,  0.00,       0,  0.00
  59,-454.00,       0,  0.00,       0,  0.00,       0,  0.00
  60,-453.00,       0,  0.00,       0,  0.00,       0,  0.00
  61,-452.00,       0,  0.00,       0,  0.00,       0,  0.00
  62,-451.00,       0,  0.00,       0,  0.00,       0,  0.00
  63,-450.00,       0,  0.00,       0,  0.00,       0,  0.00
  64,-449.00,       0,  0.00,       0,  0.00,       0,  0.00
  65,-448.00,       0,  0.00,       0,  0.00,       0,  0.00
  66,-447.00,       0,  0.00,       0,  0.00,       0,  0.00
  67,-446.00,       0,  0.00,       0,  0.00,       0,  0.00
  68,-445.00,       0,  0.00,       0,  0.00,       0,  0.00
  69,-444.00,       0,  0.00,       0,  0.00,       0,  0.00
  70,-443.00,       0,  0.00,       0,  0.00,       0,  0.00
  71,-442.00,       0,  0.00,       0,  0.00,       0,  0.00
  72,-441.00,       0,  0.00,       0,  0.00,       0,  0.00
  73,-440.00,       0,  0.00,       0,  0.00,       0,  0.00
  74,-439.00,       0,  0.00,       0,  0.00,       0,  0.00
  75,-438.00,       0,  0.00,       0,  0.00,       0,  0.00
  76,-437.00,       0,  0.00,       0,  0.00,       0,  0.00
  77,-436.00,       0,  0.00,       0,  0.00,       0,  0.00
  78,-435.00,       0,  0.00,       0,  0.00,       0,  0.00
  79,-434.00,       0,  0.00,       0,  0.00,       0,  0.00
  80,-433.00,       0,  0.00,       0,  0.00,       0,  0.00
  81,-432.00,       0,  0.00,       0,  0.00,       0,  0.00
  82,-431.00,       0,  0.00,       0,  0.00,       0,  0.00
  83,-430.00,       0,  0.00,       0,  0.00,       0,  0.00
  84,-429.00,       0,  0.00,       0,  0.00,       0,  0.00
  85,-428.00,       0,  0.00,       0,  0.00,       0,  0.00
  86,-427.00,       0,  0.00,       0,  0.00,       0,  0.00
  87,-426.00,       0,  0.00,       0,  0.00,       0,  0.00
  88,-425.00,       0,  0.00,       0,  0.00,       0,  0.00
  89,-424.00,       0,  0.00,       0,  0.00,       0,  0.00
  90,-423.00,       0,  0.00,       0,  0.00,       0,  0.00
  91,-422.00,       0,  0.00,       0,  0.00,       0,  0.00
  92,-421.00,       0,  0.00,       0,  0.00,       0,  0.00
  93,-420.00,       0,  0.00,       0,  0.00,       0,  0.00
  94,-419.00,       0,  0.00,       0,  0.00,       0,  0.00
  95,-418.00,       0,  0.00,       0,  0.00,       0,  0.00
  96,-417.00,       0,  0.00,       0,  0.00,       0,  0.00
  97,-416.00,       0,  0.00,       0,  0.00,       0,  0.00
  98,-415.00,       0,  0.00,       0,  0.00,       0,  0.00
  99,-414.00,       0,  0.00,       0,  0.00,       0,  0.00
 100,-413.00,       0,  0.00,       0,  0.00,       0,  0.00
 101,-412.00,       0,  0.00,       0,  0.00,       0,  0.00
 102,-411.00,       0,  0.00,       0,  0.00,       0,  0.00
 103,-410.00,       0,  0.00,       0,  0.00,       0,  0.00
 104,-409.00,       0,  0.00,       0,  0.00,       0,  0.00
 105,-408.00,       0,  0.00,       0,  0.00,       0,  0.00
 106,-407.00,       0,  0.00,       0,  0.00,       0,  0.00
 107,-406.00,       0,  0.00,       0,  0.00,       0,  0.00
 108,-405.00,       0,  0.00,       0,  0.00,       0,  0.00
 109,-404.00,       0,  0.00,       0,  0.00,       0,  0.00
 110,-403.00,       0,  0.00,       0,  0.00,       0,  0.00
 111,-402.00,       0,  0.00,       0,  0.00,       0,  0.00
 112,-401.00,       0,  0.00,       0,  0.00,       0,  0.00
 113,-400.00,       0,  0.00,       0,  0.00,       0,  0.00
 114,-399.00,       0,  0.00,       0,  0.00,       0,  0.00
 115,-398.00,       0,  0.00,       0,  0.00,       0,  0.00
 116,-397.00,   23322,  2.37,    8359,  1.70,   14963,  3.04
 117,-396.00,   23440,  2.38,    8640,  1.76,   14800,  3.01
 118,-395.00,   23305,  2.37,    8683,  1.77,   14622,  2.97
 119,-394.00,   23217,  2.36,    8768,  1.78,   14449,  2.94
 120,-393.00,   23261,  2.37,    8934,  1.82,   14327,  2.91
 121,-392.00,   22979,  2.34,    8902,  1.81,   14077,  2.86
 122,-391.00,   22336,  2.27,    8487,  1.73,   13849,  2.82
 123,-390.00,   21540,  2.19,    8024,  1.63,   13516,  2.75
 124,-389.00,   21037,  2.14,    7485,  1.52,   13552,  2.76
 125,-388.00,   20905,  2.13,    7005,  1.43,   13900,  2.83
 126,-387.00,   21100,  2.15,    6926,  1.41,   14174,  2.88
 127,-386.00,   21282,  2.16,    6719,  1.37,   14563,  2.96
 128,-385.00,   21662,  2.20,    6583,  1.34,   15079,  3.07
 129,-384.00,   22133,  2.25,    6340,  1.29,   15793,  3.21
 130,-383.00,   22382,  2.28,    5960,  1.21,   16422,  3.34
 131,-382.00,   22737,  2.31,    5559,  1.13,   17178,  3.49
 132,-381.00,   23065,  2.35,    5249,  1.07,   17816,  3.62
 133,-380.00,   23457,  2.39,    5169,  1.05,   18288,  3.72
 134,-379.00,   24035,  2.45,    5345,  1.09,   18690,  3.80
 135,-378.00,   24652,  2.51,    5454,  1.11,   19198,  3.91
 136,-377.00,   25620,  2.61,    5650,  1.15,   19970,  4.06
 137,-376.00,   26624,  2.71,    6105,  1.24,   20519,  4.17
 138,-375.00,   27374,  2.78,    6567,  1.34,   20807,  4.23
 139,-374.00,   27368,  2.78,    6872,  1.40,   20496,  4.17
 140,-373.00,   27092,  2.76,    7083,  1.44,   20009,  4.07
 141,-372.00,   26731,  2.72,    7018,  1.43,   19713,  4.01
 142,-371.00,   26664,  2.71,    7281,  1.48,   19383,  3.94
 143,-370.00,   27106,  2.76,    7772,  1.58,   19334,  3.93
 144,-369.00,   27156,  2.76,    8010,  1.63,   19146,  3.90
 145,-368.00,   27762,  2.82,    8531,  1.74,   19231,  3.91
 146,-367.00,   27758,  2.82,    8777,  1.79,   18981,  3.86
 147,-366.00,   27638,  2.81,    9271,  1.89,   18367,  3.74
 148,-365.00,   27860,  2.83,   10000,  2.03,   17860,  3.63
 149,-364.00,   27913,  2.84,   10565,  2.15,   17348,  3.53
 150,-363.00,   28072,  2.86,   10698,  2.18,   17374,  3.53
 151,-362.00,   28099,  2.86,   10640,  2.16,   17459,  3.55
 152,-361.00,   28502,  2.90,   10864,  2.21,   17638,  3.59
 153,-360.00,   28839,  2.93,   11217,  2.28,   17622,  3.59
 154,-359.00,   29491,  3.00,   11995,  2.44,   17496,  3.56
 155,-358.00,   29506,  3.00,   12188,  2.48,   17318,  3.52
 156,-357.00,   29200,  2.97,   12185,  2.48,   17015,  3.46
 157,-356.00,   28820,  2.93,   12189,  2.48,   16631,  3.38
 158,-355.00,   28754,  2.93,   12291,  2.50,   16463,  3.35
 159,-354.00,   28840,  2.93,   12507,  2.54,   16333,  3.32
 160,-353.00,   29013,  2.95,   12587,  2.56,   16426,  3.34
 161,-352.00,   29046,  2.95,   12474,  2.54,   16572,  3.37
 162,-351.00,   28602,  2.91,   12137,  2.47,   16465,  3.35
 163,-350.00,   28053,  2.85,   12105,  2.46,   15948,  3.24
 164,-349.00,   26994,  2.75,   11714,  2.38,   15280,  3.11
 165,-348.00,   26432,  2.69,   11749,  2.39,   14683,  2.99
 166,-347.00,   25616,  2.61,   11863,  2.41,   13753,  2.80
 167,-346.00,   24858,  2.53,   11870,  2.42,   12988,  2.64
 168,-345.00,   24130,  2.45,   11649,  2.37,   12481,  2.54
 169,-344.00,   23197,  2.36,   11248,  2.29,   11949,  2.43
 170,-343.00,   22976,  2.34,   11450,  2.33,   11526,  2.35
 171,-342.00,   22896,  2.33,   11869,  2.41,   11027,  2.24
 172,-341.00,   22936,  2.33,   12337,  2.51,   10599,  2.16
 173,-340.00,   22688,  2.31,   12607,  2.56,   10081,  2.05
 174,-339.00,   22203,  2.26,   12378,  2.52,    9825,  2.00
 175,-338.00,   21480,  2.19,   11895,  2.42,    9585,  1.95
 176,-337.00,   20443,  2.08,   11202,  2.28,    9241,  1.88
 177,-336.00,   19514,  1.99,   10953,  2.23,    8561,  1.74
 178,-335.00,   19021,  1.93,   11249,  2.29,    7772,  1.58
 179,-334.00,   18445,  1.88,   11270,  2.29,    7175,  1.46
 180,-333.00,   18053,  1.84,   11534,  2.35,    6519,  1.33
 181,-332.00,   17392,  1.77,   11518,  2.34,    5874,  1.20
 182,-331.00,   16680,  1.70,   11617,  2.36,    5063,  1.03
 183,-330.00,   16061,  1.63,   11739,  2.39,    4322,  0.88
 184,-329.00,   15619,  1.59,   11860,  2.41,    3759,  0.76
 185,-328.00,   15437,  1.57,   12002,  2.44,    3435,  0.70
 186,-327.00,   14884,  1.51,   11772,  2.40,    3112,  0.63
 187,-326.00,   14033,  1.43,   11394,  2.32,    2639,  0.54
 188,-325.00,   12769,  1.30,   10793,  2.20,    1976,  0.40
 189,-324.00,   11841,  1.20,   10398,  2.12,    1443,  0.29
 190,-323.00,   10948,  1.11,   10013,  2.04,     935,  0.19
 191,-322.00,   10743,  1.09,    9922,  2.02,     821,  0.17
 192,-321.00,   10792,  1.10,   10085,  2.05,     707,  0.14
 193,-320.00,   11338,  1.15,   10535,  2.14,     803,  0.16
 194,-319.00,   11575,  1.18,   10887,  2.22,     688,  0.14
 195,-318.00,   11216,  1.14,   10739,  2.18,     477,  0.10
 196,-317.00,   10940,  1.11,   10395,  2.11,     545,  0.11
 197,-316.00,   10512,  1.07,    9796,  1.99,     716,  0.15
 198,-315.00,   10451,  1.06,    9463,  1.93,     988,  0.20
 199,-314.00,   10419,  1.06,    9261,  1.88,    1158,  0.24
 200,-313.00,   10387,  1.06,    8857,  1.80,    1530,  0.31
 201,-312.00,   10137,  1.03,    8323,  1.69,    1814,  0.37
 202,-311.00,    9963,  1.01,    7774,  1.58,    2189,  0.45
 203,-310.00,    9991,  1.02,    7541,  1.53,    2450,  0.50
 204,-309.00,   10183,  1.04,    7547,  1.54,    2636,  0.54
 205,-308.00,   10769,  1.10,    7901,  1.61,    2868,  0.58
 206,-307.00,   11514,  1.17,    7862,  1.60,    3652,  0.74
 207,-306.00,   12365,  1.26,    7600,  1.55,    4765,  0.97
 208,-305.00,   13405,  1.36,    7545,  1.54,    5860,  1.19
 209,-304.00,   14146,  1.44,    7123,  1.45,    7023,  1.43
 210,-303.00,   13853,  1.41,    6292,  1.28,    7561,  1.54
 211,-302.00,   13550,  1.38,    5271,  1.07,    8279,  1.68
 212,-301.00,   13479,  1.37,    4457,  0.91,    9022,  1.84
 213,-300.00,   13663,  1.39,    3617,  0.74,   10046,  2.04
 214,-299.00,   13657,  1.39,    2703,  0.55,   10954,  2.23
 215,-298.00,   13732,  1.40,    2131,  0.43,   11601,  2.36
 216,-297.00,   14188,  1.44,    1900,  0.39,   12288,  2.50
 217,-296.00,   14402,  1.47,    1613,  0.33,   12789,  2.60
 218,-295.00,   14223,  1.45,    1075,  0.22,   13148,  2.68
 219,-294.00,   13951,  1.42,     388,  0.08,   13563,  2.76
 220,-293.00,   14109,  1.44,    -167, -0.03,   14276,  2.90
 221,-292.00,   14005,  1.42,    -865, -0.18,   14870,  3.03
 222,-291.00,   13985,  1.42,   -1597, -0.32,   15582,  3.17
 223,-290.00,   13761,  1.40,   -2321, -0.47,   16082,  3.27
 224,-289.00,   13594,  1.38,   -2972, -0.60,   16566,  3.37
 225,-288.00,   13235,  1.35,   -3584, -0.73,   16819,  3.42
 226,-287.00,   12519,  1.27,   -4395, -0.89,   16914,  3.44
 227,-286.00,   11860,  1.21,   -5088, -1.04,   16948,  3.45
 228,-285.00,   10911,  1.11,   -5935, -1.21,   16846,  3.43
 229,-284.00,    9461,  0.96,   -7383, -1.50,   16844,  3.43
 230,-283.00,    8611,  0.88,   -8420, -1.71,   17031,  3.47
 231,-282.00,    8228,  0.84,   -9184, -1.87,   17412,  3.54
 232,-281.00,    7844,  0.80,   -9578, -1.95,   17422,  3.54
 233,-280.00,    7473,  0.76,   -9966, -2.03,   17439,  3.55
 234,-279.00,    6612,  0.67,  -10720, -2.18,   17332,  3.53
 235,-278.00,    5657,  0.58,  -11448, -2.33,   17105,  3.48
 236,-277.00,    4888,  0.50,  -12190, -2.48,   17078,  3.47
 237,-276.00,    4449,  0.45,  -12649, -2.57,   17098,  3.48
 238,-275.00,    4180,  0.43,  -12843, -2.61,   17023,  3.46
 239,-274.00,    3829,  0.39,  -12982, -2.64,   16811,  3.42
 240,-273.00,    2838,  0.29,  -13616, -2.77,   16454,  3.35
 241,-272.00,    1662,  0.17,  -14302, -2.91,   15964,  3.25
 242,-271.00,    1112,  0.11,  -14460, -2.94,   15572,  3.17
 243,-270.00,     768,  0.08,  -14442, -2.94,   15210,  3.09
 244,-269.00,     414,  0.04,  -14246, -2.90,   14660,  2.98
 245,-268.00,     -63, -0.00,  -13960, -2.84,   13897,  2.83
 246,-267.00,    -517, -0.05,  -13943, -2.84,   13426,  2.73
 247,-266.00,    -824, -0.08,  -14091, -2.87,   13267,  2.70
 248,-265.00,    -927, -0.09,  -13918, -2.83,   12991,  2.64
 249,-264.00,   -1172, -0.12,  -13672, -2.78,   12500,  2.54
 250,-263.00,   -1334, -0.14,  -13196, -2.68,   11862,  2.41
