-----------------------------------------------------------------------------------
Identifier:,IHS5922-20189S02
File Name:,ESLP70B.9
Ear:,L
Channel:,2
Intensity:,70 dB HL
Stim. Rate:,  1.10/s
Stim. Mode:,0
Sweeps:,187
Artifacts:,64
Smp. Period:,1000.00 us
Amp. Gain:, 50.00 K
Low Pass:, 30.00 Hz
High Pass:,  1.00 Hz
Notch Filter:,TRUE
Stimulus:,100
Stim. Freq.:,1000 Hz
Stim. Dur.:,2000 pnts
Masking:,0 dB SPL
Stim. Point:,513
-----------------------------------------------------------------------------------
Peak Information:,Label,Peak(+),Peak(+)(ms),Peak(-),Peak(-)(ms)
,20, 782,269.00, 859,346.00,
,19, 744,231.00, 782,269.00,
,18, 672,159.00, 744,231.00,
,17, 600,87.00, 671,158.00,
-----------------------------------------------------------------------------------


Data Pnt:,Data Pnt(ms):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):
   1,-512.00,       0,  0.00,       0,  0.00,       0,  0.00
   2,-511.00,       0,  0.00,       0,  0.00,       0,  0.00
   3,-510.00,       0,  0.00,       0,  0.00,       0,  0.00
   4,-509.00,       0,  0.00,       0,  0.00,       0,  0.00
   5,-508.00,       0,  0.00,       0,  0.00,       0,  0.00
   6,-507.00,       0,  0.00,       0,  0.00,       0,  0.00
   7,-506.00,       0,  0.00,       0,  0.00,       0,  0.00
   8,-505.00,       0,  0.00,       0,  0.00,       0,  0.00
   9,-504.00,       0,  0.00,       0,  0.00,       0,  0.00
  10,-503.00,       0,  0.00,       0,  0.00,       0,  0.00
  11,-502.00,       0,  0.00,       0,  0.00,       0,  0.00
  12,-501.00,       0,  0.00,       0,  0.00,       0,  0.00
  13,-500.00,       0,  0.00,       0,  0.00,       0,  0.00
  14,-499.00,       0,  0.00,       0,  0.00,       0,  0.00
  15,-498.00,       0,  0.00,       0,  0.00,       0,  0.00
  16,-497.00,       0,  0.00,       0,  0.00,       0,  0.00
  17,-496.00,       0,  0.00,       0,  0.00,       0,  0.00
  18,-495.00,       0,  0.00,       0,  0.00,       0,  0.00
  19,-494.00,       0,  0.00,       0,  0.00,       0,  0.00
  20,-493.00,       0,  0.00,       0,  0.00,       0,  0.00
  21,-492.00,       0,  0.00,       0,  0.00,       0,  0.00
  22,-491.00,       0,  0.00,       0,  0.00,       0,  0.00
  23,-490.00,       0,  0.00,       0,  0.00,       0,  0.00
  24,-489.00,       0,  0.00,       0,  0.00,       0,  0.00
  25,-488.00,       0,  0.00,       0,  0.00,       0,  0.00
  26,-487.00,       0,  0.00,       0,  0.00,       0,  0.00
  27,-486.00,       0,  0.00,       0,  0.00,       0,  0.00
  28,-485.00,       0,  0.00,       0,  0.00,       0,  0.00
  29,-484.00,       0,  0.00,       0,  0.00,       0,  0.00
  30,-483.00,       0,  0.00,       0,  0.00,       0,  0.00
  31,-482.00,       0,  0.00,       0,  0.00,       0,  0.00
  32,-481.00,       0,  0.00,       0,  0.00,       0,  0.00
  33,-480.00,       0,  0.00,       0,  0.00,       0,  0.00
  34,-479.00,       0,  0.00,       0,  0.00,       0,  0.00
  35,-478.00,       0,  0.00,       0,  0.00,       0,  0.00
  36,-477.00,       0,  0.00,       0,  0.00,       0,  0.00
  37,-476.00,       0,  0.00,       0,  0.00,       0,  0.00
  38,-475.00,       0,  0.00,       0,  0.00,       0,  0.00
  39,-474.00,       0,  0.00,       0,  0.00,       0,  0.00
  40,-473.00,       0,  0.00,       0,  0.00,       0,  0.00
  41,-472.00,       0,  0.00,       0,  0.00,       0,  0.00
  42,-471.00,       0,  0.00,       0,  0.00,       0,  0.00
  43,-470.00,       0,  0.00,       0,  0.00,       0,  0.00
  44,-469.00,       0,  0.00,       0,  0.00,       0,  0.00
  45,-468.00,       0,  0.00,       0,  0.00,       0,  0.00
  46,-467.00,       0,  0.00,       0,  0.00,       0,  0.00
  47,-466.00,       0,  0.00,       0,  0.00,       0,  0.00
  48,-465.00,       0,  0.00,       0,  0.00,       0,  0.00
  49,-464.00,       0,  0.00,       0,  0.00,       0,  0.00
  50,-463.00,       0,  0.00,       0,  0.00,       0,  0.00
  51,-462.00,       0,  0.00,       0,  0.00,       0,  0.00
  52,-461.00,       0,  0.00,       0,  0.00,       0,  0.00
  53,-460.00,       0,  0.00,       0,  0.00,       0,  0.00
  54,-459.00,       0,  0.00,       0,  0.00,       0,  0.00
  55,-458.00,       0,  0.00,       0,  0.00,       0,  0.00
  56,-457.00,       0,  0.00,       0,  0.00,       0,  0.00
  57,-456.00,       0,  0.00,       0,  0.00,       0,  0.00
  58,-455.00,       0,  0.00,       0,  0.00,       0,  0.00
  59,-454.00,       0,  0.00,       0,  0.00,       0,  0.00
  60,-453.00,       0,  0.00,       0,  0.00,       0,  0.00
  61,-452.00,       0,  0.00,       0,  0.00,       0,  0.00
  62,-451.00,       0,  0.00,       0,  0.00,       0,  0.00
  63,-450.00,       0,  0.00,       0,  0.00,       0,  0.00
  64,-449.00,       0,  0.00,       0,  0.00,       0,  0.00
  65,-448.00,       0,  0.00,       0,  0.00,       0,  0.00
  66,-447.00,       0,  0.00,       0,  0.00,       0,  0.00
  67,-446.00,       0,  0.00,       0,  0.00,       0,  0.00
  68,-445.00,       0,  0.00,       0,  0.00,       0,  0.00
  69,-444.00,       0,  0.00,       0,  0.00,       0,  0.00
  70,-443.00,       0,  0.00,       0,  0.00,       0,  0.00
  71,-442.00,       0,  0.00,       0,  0.00,       0,  0.00
  72,-441.00,       0,  0.00,       0,  0.00,       0,  0.00
  73,-440.00,       0,  0.00,       0,  0.00,       0,  0.00
  74,-439.00,       0,  0.00,       0,  0.00,       0,  0.00
  75,-438.00,       0,  0.00,       0,  0.00,       0,  0.00
  76,-437.00,       0,  0.00,       0,  0.00,       0,  0.00
  77,-436.00,       0,  0.00,       0,  0.00,       0,  0.00
  78,-435.00,       0,  0.00,       0,  0.00,       0,  0.00
  79,-434.00,       0,  0.00,       0,  0.00,       0,  0.00
  80,-433.00,       0,  0.00,       0,  0.00,       0,  0.00
  81,-432.00,       0,  0.00,       0,  0.00,       0,  0.00
  82,-431.00,       0,  0.00,       0,  0.00,       0,  0.00
  83,-430.00,       0,  0.00,       0,  0.00,       0,  0.00
  84,-429.00,       0,  0.00,       0,  0.00,       0,  0.00
  85,-428.00,       0,  0.00,       0,  0.00,       0,  0.00
  86,-427.00,       0,  0.00,       0,  0.00,       0,  0.00
  87,-426.00,       0,  0.00,       0,  0.00,       0,  0.00
  88,-425.00,       0,  0.00,       0,  0.00,       0,  0.00
  89,-424.00,       0,  0.00,       0,  0.00,       0,  0.00
  90,-423.00,       0,  0.00,       0,  0.00,       0,  0.00
  91,-422.00,       0,  0.00,       0,  0.00,       0,  0.00
  92,-421.00,       0,  0.00,       0,  0.00,       0,  0.00
  93,-420.00,       0,  0.00,       0,  0.00,       0,  0.00
  94,-419.00,       0,  0.00,       0,  0.00,       0,  0.00
  95,-418.00,       0,  0.00,       0,  0.00,       0,  0.00
  96,-417.00,       0,  0.00,       0,  0.00,       0,  0.00
  97,-416.00,       0,  0.00,       0,  0.00,       0,  0.00
  98,-415.00,       0,  0.00,       0,  0.00,       0,  0.00
  99,-414.00,       0,  0.00,       0,  0.00,       0,  0.00
 100,-413.00,       0,  0.00,       0,  0.00,       0,  0.00
 101,-412.00,       0,  0.00,       0,  0.00,       0,  0.00
 102,-411.00,       0,  0.00,       0,  0.00,       0,  0.00
 103,-410.00,       0,  0.00,       0,  0.00,       0,  0.00
 104,-409.00,       0,  0.00,       0,  0.00,       0,  0.00
 105,-408.00,       0,  0.00,       0,  0.00,       0,  0.00
 106,-407.00,       0,  0.00,       0,  0.00,       0,  0.00
 107,-406.00,       0,  0.00,       0,  0.00,       0,  0.00
 108,-405.00,       0,  0.00,       0,  0.00,       0,  0.00
 109,-404.00,       0,  0.00,       0,  0.00,       0,  0.00
 110,-403.00,       0,  0.00,       0,  0.00,       0,  0.00
 111,-402.00,       0,  0.00,       0,  0.00,       0,  0.00
 112,-401.00,       0,  0.00,       0,  0.00,       0,  0.00
 113,-400.00,       0,  0.00,       0,  0.00,       0,  0.00
 114,-399.00,       0,  0.00,       0,  0.00,       0,  0.00
 115,-398.00,       0,  0.00,       0,  0.00,       0,  0.00
 116,-397.00,   27393,  0.89,   -8832, -0.57,   36225,  2.35
 117,-396.00,   26106,  0.85,   -9432, -0.61,   35538,  2.31
 118,-395.00,   25341,  0.83,   -9453, -0.61,   34794,  2.26
 119,-394.00,   25603,  0.84,   -9006, -0.58,   34609,  2.25
 120,-393.00,   25373,  0.83,   -9415, -0.61,   34788,  2.26
 121,-392.00,   24452,  0.80,   -9599, -0.62,   34051,  2.21
 122,-391.00,   22834,  0.75,   -9819, -0.64,   32653,  2.12
 123,-390.00,   22025,  0.72,   -9640, -0.63,   31665,  2.06
 124,-389.00,   21717,  0.71,   -9283, -0.60,   31000,  2.01
 125,-388.00,   21721,  0.71,   -8493, -0.55,   30214,  1.96
 126,-387.00,   20892,  0.68,   -8039, -0.52,   28931,  1.88
 127,-386.00,   20073,  0.66,   -7847, -0.51,   27920,  1.81
 128,-385.00,   19641,  0.64,   -7697, -0.50,   27338,  1.78
 129,-384.00,   18916,  0.62,   -7570, -0.49,   26486,  1.72
 130,-383.00,   18139,  0.59,   -7743, -0.50,   25882,  1.68
 131,-382.00,   17904,  0.58,   -8019, -0.52,   25923,  1.68
 132,-381.00,   17355,  0.57,   -8233, -0.53,   25588,  1.66
 133,-380.00,   16343,  0.53,   -8467, -0.55,   24810,  1.61
 134,-379.00,   14705,  0.48,   -8591, -0.56,   23296,  1.51
 135,-378.00,   12977,  0.42,   -8564, -0.56,   21541,  1.40
 136,-377.00,   10825,  0.35,   -8899, -0.58,   19724,  1.28
 137,-376.00,    8146,  0.27,   -9452, -0.61,   17598,  1.14
 138,-375.00,    6007,  0.20,   -9847, -0.64,   15854,  1.03
 139,-374.00,    3571,  0.12,  -10529, -0.68,   14100,  0.92
 140,-373.00,    1817,  0.06,  -10726, -0.70,   12543,  0.81
 141,-372.00,    -510, -0.02,  -11071, -0.72,   10561,  0.69
 142,-371.00,   -3220, -0.11,  -11365, -0.74,    8145,  0.53
 143,-370.00,   -5242, -0.17,  -11037, -0.72,    5795,  0.38
 144,-369.00,   -7771, -0.25,  -11466, -0.74,    3695,  0.24
 145,-368.00,  -10065, -0.33,  -11944, -0.78,    1879,  0.12
 146,-367.00,  -11223, -0.37,  -12246, -0.80,    1023,  0.07
 147,-366.00,  -12857, -0.42,  -12725, -0.83,    -132, -0.00
 148,-365.00,  -15108, -0.49,  -13239, -0.86,   -1869, -0.12
 149,-364.00,  -16777, -0.55,  -13271, -0.86,   -3506, -0.23
 150,-363.00,  -18234, -0.60,  -13068, -0.85,   -5166, -0.34
 151,-362.00,  -19190, -0.63,  -12950, -0.84,   -6240, -0.41
 152,-361.00,  -20126, -0.66,  -12977, -0.84,   -7149, -0.46
 153,-360.00,  -21154, -0.69,  -13022, -0.85,   -8132, -0.53
 154,-359.00,  -22157, -0.72,  -13154, -0.85,   -9003, -0.58
 155,-358.00,  -22805, -0.74,  -12779, -0.83,  -10026, -0.65
 156,-357.00,  -23682, -0.77,  -12782, -0.83,  -10900, -0.71
 157,-356.00,  -24883, -0.81,  -12748, -0.83,  -12135, -0.79
 158,-355.00,  -25487, -0.83,  -12621, -0.82,  -12866, -0.84
 159,-354.00,  -26187, -0.85,  -12851, -0.83,  -13336, -0.87
 160,-353.00,  -26630, -0.87,  -12259, -0.80,  -14371, -0.93
 161,-352.00,  -26637, -0.87,  -11459, -0.74,  -15178, -0.99
 162,-351.00,  -26513, -0.87,  -10945, -0.71,  -15568, -1.01
 163,-350.00,  -26401, -0.86,  -10734, -0.70,  -15667, -1.02
 164,-349.00,  -26521, -0.87,  -11092, -0.72,  -15429, -1.00
 165,-348.00,  -26571, -0.87,  -11023, -0.72,  -15548, -1.01
 166,-347.00,  -26512, -0.87,  -10718, -0.70,  -15794, -1.03
 167,-346.00,  -25194, -0.82,  -10223, -0.66,  -14971, -0.97
 168,-345.00,  -23546, -0.77,   -9840, -0.64,  -13706, -0.89
 169,-344.00,  -22038, -0.72,   -9698, -0.63,  -12340, -0.80
 170,-343.00,  -20402, -0.67,   -9897, -0.64,  -10505, -0.68
 171,-342.00,  -18647, -0.61,   -9799, -0.64,   -8848, -0.57
 172,-341.00,  -15906, -0.52,   -8832, -0.57,   -7074, -0.46
 173,-340.00,  -12571, -0.41,   -7621, -0.49,   -4950, -0.32
 174,-339.00,   -9454, -0.31,   -6281, -0.41,   -3173, -0.21
 175,-338.00,   -6228, -0.20,   -4605, -0.30,   -1623, -0.11
 176,-337.00,   -3974, -0.13,   -3366, -0.22,    -608, -0.04
 177,-336.00,   -2436, -0.08,   -2542, -0.17,     106,  0.00
 178,-335.00,   -1686, -0.06,   -2007, -0.13,     321,  0.02
 179,-334.00,   -1593, -0.05,   -1673, -0.11,      80,  0.00
 180,-333.00,   -1106, -0.04,    -973, -0.06,    -133, -0.00
 181,-332.00,    -224, -0.00,     195,  0.01,    -419, -0.03
 182,-331.00,     603,  0.02,    1339,  0.09,    -736, -0.05
 183,-330.00,     453,  0.01,    2004,  0.13,   -1551, -0.10
 184,-329.00,     763,  0.02,    2512,  0.16,   -1749, -0.11
 185,-328.00,     934,  0.03,    3088,  0.20,   -2154, -0.14
 186,-327.00,    1474,  0.05,    3845,  0.25,   -2371, -0.15
 187,-326.00,    2124,  0.07,    5025,  0.33,   -2901, -0.19
 188,-325.00,    2873,  0.09,    6645,  0.43,   -3772, -0.24
 189,-324.00,    4217,  0.14,    8143,  0.53,   -3926, -0.25
 190,-323.00,    5372,  0.18,    9221,  0.60,   -3849, -0.25
 191,-322.00,    6978,  0.23,   10233,  0.66,   -3255, -0.21
 192,-321.00,    8484,  0.28,   11083,  0.72,   -2599, -0.17
 193,-320.00,    9303,  0.30,   11747,  0.76,   -2444, -0.16
 194,-319.00,    9865,  0.32,   11964,  0.78,   -2099, -0.14
 195,-318.00,   10591,  0.35,   11901,  0.77,   -1310, -0.09
 196,-317.00,   11601,  0.38,   11753,  0.76,    -152, -0.00
 197,-316.00,   12135,  0.40,   11606,  0.75,     529,  0.03
 198,-315.00,   12126,  0.40,   11534,  0.75,     592,  0.04
 199,-314.00,   12430,  0.41,   11771,  0.76,     659,  0.04
 200,-313.00,   12997,  0.42,   12474,  0.81,     523,  0.03
 201,-312.00,   14488,  0.47,   13433,  0.87,    1055,  0.07
 202,-311.00,   15458,  0.50,   13918,  0.90,    1540,  0.10
 203,-310.00,   15306,  0.50,   13501,  0.88,    1805,  0.12
 204,-309.00,   15636,  0.51,   13563,  0.88,    2073,  0.13
 205,-308.00,   15688,  0.51,   13903,  0.90,    1785,  0.12
 206,-307.00,   15176,  0.50,   13985,  0.91,    1191,  0.08
 207,-306.00,   14650,  0.48,   14099,  0.92,     551,  0.04
 208,-305.00,   14927,  0.49,   14356,  0.93,     571,  0.04
 209,-304.00,   15184,  0.50,   14407,  0.94,     777,  0.05
 210,-303.00,   15502,  0.51,   14752,  0.96,     750,  0.05
 211,-302.00,   15854,  0.52,   15471,  1.00,     383,  0.02
 212,-301.00,   17138,  0.56,   16709,  1.08,     429,  0.03
 213,-300.00,   18571,  0.61,   18006,  1.17,     565,  0.04
 214,-299.00,   19510,  0.64,   18744,  1.22,     766,  0.05
 215,-298.00,   20028,  0.65,   19355,  1.26,     673,  0.04
 216,-297.00,   19435,  0.63,   19608,  1.27,    -173, -0.01
 217,-296.00,   18600,  0.61,   19392,  1.26,    -792, -0.05
 218,-295.00,   18252,  0.60,   19549,  1.27,   -1297, -0.08
 219,-294.00,   18590,  0.61,   20023,  1.30,   -1433, -0.09
 220,-293.00,   18446,  0.60,   19862,  1.29,   -1416, -0.09
 221,-292.00,   17553,  0.57,   19174,  1.25,   -1621, -0.11
 222,-291.00,   16559,  0.54,   18288,  1.19,   -1729, -0.11
 223,-290.00,   15204,  0.50,   17376,  1.13,   -2172, -0.14
 224,-289.00,   13416,  0.44,   16316,  1.06,   -2900, -0.19
 225,-288.00,   12829,  0.42,   16062,  1.04,   -3233, -0.21
 226,-287.00,   12114,  0.40,   15830,  1.03,   -3716, -0.24
 227,-286.00,   11745,  0.38,   15650,  1.02,   -3905, -0.25
 228,-285.00,   10903,  0.36,   15400,  1.00,   -4497, -0.29
 229,-284.00,    9679,  0.32,   15269,  0.99,   -5590, -0.36
 230,-283.00,    9130,  0.30,   15335,  1.00,   -6205, -0.40
 231,-282.00,    8629,  0.28,   15333,  1.00,   -6704, -0.44
 232,-281.00,    8140,  0.27,   15659,  1.02,   -7519, -0.49
 233,-280.00,    8918,  0.29,   16766,  1.09,   -7848, -0.51
 234,-279.00,   10556,  0.34,   18036,  1.17,   -7480, -0.49
 235,-278.00,   11456,  0.37,   19132,  1.24,   -7676, -0.50
 236,-277.00,   12754,  0.42,   20393,  1.32,   -7639, -0.50
 237,-276.00,   13654,  0.45,   21202,  1.38,   -7548, -0.49
 238,-275.00,   14317,  0.47,   22130,  1.44,   -7813, -0.51
 239,-274.00,   14640,  0.48,   22618,  1.47,   -7978, -0.52
 240,-273.00,   14120,  0.46,   22493,  1.46,   -8373, -0.54
 241,-272.00,   13273,  0.43,   21801,  1.42,   -8528, -0.55
 242,-271.00,   11595,  0.38,   20513,  1.33,   -8918, -0.58
 243,-270.00,    9884,  0.32,   19234,  1.25,   -9350, -0.61
 244,-269.00,    7565,  0.25,   17958,  1.17,  -10393, -0.67
 245,-268.00,    4309,  0.14,   16078,  1.04,  -11769, -0.76
