-----------------------------------------------------------------------------------
Identifier:,IHS5922-20188701
File Name:,GCLP70B.2
Ear:,L
Channel:,2
Intensity:,70 dB HL
Stim. Rate:,  1.10/s
Stim. Mode:,0
Sweeps:,60
Artifacts:,0
Smp. Period:,1000.00 us
Amp. Gain:, 50.00 K
Low Pass:, 30.00 Hz
High Pass:,  1.00 Hz
Notch Filter:,TRUE
Stimulus:,100
Stim. Freq.:,1000 Hz
Stim. Dur.:,2000 pnts
Masking:,0 dB SPL
Stim. Point:,513
-----------------------------------------------------------------------------------
Peak Information:,Label,Peak(+),Peak(+)(ms),Peak(-),Peak(-)(ms)
,21, 866,353.00, 946,433.00,
-----------------------------------------------------------------------------------


Data Pnt:,Data Pnt(ms):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):
   1,-512.00,       0,  0.00,       0,  0.00,       0,  0.00
   2,-511.00,       0,  0.00,       0,  0.00,       0,  0.00
   3,-510.00,       0,  0.00,       0,  0.00,       0,  0.00
   4,-509.00,       0,  0.00,       0,  0.00,       0,  0.00
   5,-508.00,       0,  0.00,       0,  0.00,       0,  0.00
   6,-507.00,       0,  0.00,       0,  0.00,       0,  0.00
   7,-506.00,       0,  0.00,       0,  0.00,       0,  0.00
   8,-505.00,       0,  0.00,       0,  0.00,       0,  0.00
   9,-504.00,       0,  0.00,       0,  0.00,       0,  0.00
  10,-503.00,       0,  0.00,       0,  0.00,       0,  0.00
  11,-502.00,       0,  0.00,       0,  0.00,       0,  0.00
  12,-501.00,       0,  0.00,       0,  0.00,       0,  0.00
  13,-500.00,       0,  0.00,       0,  0.00,       0,  0.00
  14,-499.00,       0,  0.00,       0,  0.00,       0,  0.00
  15,-498.00,       0,  0.00,       0,  0.00,       0,  0.00
  16,-497.00,       0,  0.00,       0,  0.00,       0,  0.00
  17,-496.00,       0,  0.00,       0,  0.00,       0,  0.00
  18,-495.00,       0,  0.00,       0,  0.00,       0,  0.00
  19,-494.00,       0,  0.00,       0,  0.00,       0,  0.00
  20,-493.00,       0,  0.00,       0,  0.00,       0,  0.00
  21,-492.00,       0,  0.00,       0,  0.00,       0,  0.00
  22,-491.00,       0,  0.00,       0,  0.00,       0,  0.00
  23,-490.00,       0,  0.00,       0,  0.00,       0,  0.00
  24,-489.00,       0,  0.00,       0,  0.00,       0,  0.00
  25,-488.00,       0,  0.00,       0,  0.00,       0,  0.00
  26,-487.00,       0,  0.00,       0,  0.00,       0,  0.00
  27,-486.00,       0,  0.00,       0,  0.00,       0,  0.00
  28,-485.00,       0,  0.00,       0,  0.00,       0,  0.00
  29,-484.00,       0,  0.00,       0,  0.00,       0,  0.00
  30,-483.00,       0,  0.00,       0,  0.00,       0,  0.00
  31,-482.00,       0,  0.00,       0,  0.00,       0,  0.00
  32,-481.00,       0,  0.00,       0,  0.00,       0,  0.00
  33,-480.00,       0,  0.00,       0,  0.00,       0,  0.00
  34,-479.00,       0,  0.00,       0,  0.00,       0,  0.00
  35,-478.00,       0,  0.00,       0,  0.00,       0,  0.00
  36,-477.00,       0,  0.00,       0,  0.00,       0,  0.00
  37,-476.00,       0,  0.00,       0,  0.00,       0,  0.00
  38,-475.00,       0,  0.00,       0,  0.00,       0,  0.00
  39,-474.00,       0,  0.00,       0,  0.00,       0,  0.00
  40,-473.00,       0,  0.00,       0,  0.00,       0,  0.00
  41,-472.00,       0,  0.00,       0,  0.00,       0,  0.00
  42,-471.00,       0,  0.00,       0,  0.00,       0,  0.00
  43,-470.00,       0,  0.00,       0,  0.00,       0,  0.00
  44,-469.00,       0,  0.00,       0,  0.00,       0,  0.00
  45,-468.00,       0,  0.00,       0,  0.00,       0,  0.00
  46,-467.00,       0,  0.00,       0,  0.00,       0,  0.00
  47,-466.00,       0,  0.00,       0,  0.00,       0,  0.00
  48,-465.00,       0,  0.00,       0,  0.00,       0,  0.00
  49,-464.00,       0,  0.00,       0,  0.00,       0,  0.00
  50,-463.00,       0,  0.00,       0,  0.00,       0,  0.00
  51,-462.00,       0,  0.00,       0,  0.00,       0,  0.00
  52,-461.00,       0,  0.00,       0,  0.00,       0,  0.00
  53,-460.00,       0,  0.00,       0,  0.00,       0,  0.00
  54,-459.00,       0,  0.00,       0,  0.00,       0,  0.00
  55,-458.00,       0,  0.00,       0,  0.00,       0,  0.00
  56,-457.00,       0,  0.00,       0,  0.00,       0,  0.00
  57,-456.00,       0,  0.00,       0,  0.00,       0,  0.00
  58,-455.00,       0,  0.00,       0,  0.00,       0,  0.00
  59,-454.00,       0,  0.00,       0,  0.00,       0,  0.00
  60,-453.00,       0,  0.00,       0,  0.00,       0,  0.00
  61,-452.00,       0,  0.00,       0,  0.00,       0,  0.00
  62,-451.00,       0,  0.00,       0,  0.00,       0,  0.00
  63,-450.00,       0,  0.00,       0,  0.00,       0,  0.00
  64,-449.00,       0,  0.00,       0,  0.00,       0,  0.00
  65,-448.00,       0,  0.00,       0,  0.00,       0,  0.00
  66,-447.00,       0,  0.00,       0,  0.00,       0,  0.00
  67,-446.00,       0,  0.00,       0,  0.00,       0,  0.00
  68,-445.00,       0,  0.00,       0,  0.00,       0,  0.00
  69,-444.00,       0,  0.00,       0,  0.00,       0,  0.00
  70,-443.00,       0,  0.00,       0,  0.00,       0,  0.00
  71,-442.00,       0,  0.00,       0,  0.00,       0,  0.00
  72,-441.00,       0,  0.00,       0,  0.00,       0,  0.00
  73,-440.00,       0,  0.00,       0,  0.00,       0,  0.00
  74,-439.00,       0,  0.00,       0,  0.00,       0,  0.00
  75,-438.00,       0,  0.00,       0,  0.00,       0,  0.00
  76,-437.00,       0,  0.00,       0,  0.00,       0,  0.00
  77,-436.00,       0,  0.00,       0,  0.00,       0,  0.00
  78,-435.00,       0,  0.00,       0,  0.00,       0,  0.00
  79,-434.00,       0,  0.00,       0,  0.00,       0,  0.00
  80,-433.00,       0,  0.00,       0,  0.00,       0,  0.00
  81,-432.00,       0,  0.00,       0,  0.00,       0,  0.00
  82,-431.00,       0,  0.00,       0,  0.00,       0,  0.00
  83,-430.00,       0,  0.00,       0,  0.00,       0,  0.00
  84,-429.00,       0,  0.00,       0,  0.00,       0,  0.00
  85,-428.00,       0,  0.00,       0,  0.00,       0,  0.00
  86,-427.00,       0,  0.00,       0,  0.00,       0,  0.00
  87,-426.00,       0,  0.00,       0,  0.00,       0,  0.00
  88,-425.00,       0,  0.00,       0,  0.00,       0,  0.00
  89,-424.00,       0,  0.00,       0,  0.00,       0,  0.00
  90,-423.00,       0,  0.00,       0,  0.00,       0,  0.00
  91,-422.00,       0,  0.00,       0,  0.00,       0,  0.00
  92,-421.00,       0,  0.00,       0,  0.00,       0,  0.00
  93,-420.00,       0,  0.00,       0,  0.00,       0,  0.00
  94,-419.00,       0,  0.00,       0,  0.00,       0,  0.00
  95,-418.00,       0,  0.00,       0,  0.00,       0,  0.00
  96,-417.00,       0,  0.00,       0,  0.00,       0,  0.00
  97,-416.00,       0,  0.00,       0,  0.00,       0,  0.00
  98,-415.00,       0,  0.00,       0,  0.00,       0,  0.00
  99,-414.00,       0,  0.00,       0,  0.00,       0,  0.00
 100,-413.00,       0,  0.00,       0,  0.00,       0,  0.00
 101,-412.00,       0,  0.00,       0,  0.00,       0,  0.00
 102,-411.00,       0,  0.00,       0,  0.00,       0,  0.00
 103,-410.00,       0,  0.00,       0,  0.00,       0,  0.00
 104,-409.00,       0,  0.00,       0,  0.00,       0,  0.00
 105,-408.00,       0,  0.00,       0,  0.00,       0,  0.00
 106,-407.00,       0,  0.00,       0,  0.00,       0,  0.00
 107,-406.00,       0,  0.00,       0,  0.00,       0,  0.00
 108,-405.00,       0,  0.00,       0,  0.00,       0,  0.00
 109,-404.00,       0,  0.00,       0,  0.00,       0,  0.00
 110,-403.00,       0,  0.00,       0,  0.00,       0,  0.00
 111,-402.00,       0,  0.00,       0,  0.00,       0,  0.00
 112,-401.00,       0,  0.00,       0,  0.00,       0,  0.00
 113,-400.00,       0,  0.00,       0,  0.00,       0,  0.00
 114,-399.00,       0,  0.00,       0,  0.00,       0,  0.00
 115,-398.00,       0,  0.00,       0,  0.00,       0,  0.00
 116,-397.00,   38410,  3.91,   29210,  5.94,    9200,  1.87
 117,-396.00,   37535,  3.82,   28806,  5.86,    8729,  1.78
 118,-395.00,   37175,  3.78,   28377,  5.77,    8798,  1.79
 119,-394.00,   36673,  3.73,   27657,  5.63,    9016,  1.83
 120,-393.00,   35816,  3.64,   26760,  5.44,    9056,  1.84
 121,-392.00,   34662,  3.53,   25963,  5.28,    8699,  1.77
 122,-391.00,   32935,  3.35,   25007,  5.09,    7928,  1.61
 123,-390.00,   31155,  3.17,   23645,  4.81,    7510,  1.53
 124,-389.00,   29396,  2.99,   22170,  4.51,    7226,  1.47
 125,-388.00,   27921,  2.84,   20830,  4.24,    7091,  1.44
 126,-387.00,   26709,  2.72,   19763,  4.02,    6946,  1.41
 127,-386.00,   25387,  2.58,   18844,  3.83,    6543,  1.33
 128,-385.00,   24480,  2.49,   17775,  3.62,    6705,  1.36
 129,-384.00,   23708,  2.41,   16440,  3.34,    7268,  1.48
 130,-383.00,   22487,  2.29,   15138,  3.08,    7349,  1.50
 131,-382.00,   21091,  2.15,   13881,  2.82,    7210,  1.47
 132,-381.00,   20100,  2.04,   12874,  2.62,    7226,  1.47
 133,-380.00,   19450,  1.98,   11981,  2.44,    7469,  1.52
 134,-379.00,   18670,  1.90,   10987,  2.24,    7683,  1.56
 135,-378.00,   17951,  1.83,   10092,  2.05,    7859,  1.60
 136,-377.00,   17214,  1.75,    9030,  1.84,    8184,  1.67
 137,-376.00,   16483,  1.68,    8139,  1.66,    8344,  1.70
 138,-375.00,   16059,  1.63,    7090,  1.44,    8969,  1.82
 139,-374.00,   15513,  1.58,    6054,  1.23,    9459,  1.92
 140,-373.00,   15455,  1.57,    5314,  1.08,   10141,  2.06
 141,-372.00,   15390,  1.57,    4505,  0.92,   10885,  2.21
 142,-371.00,   14952,  1.52,    3544,  0.72,   11408,  2.32
 143,-370.00,   14630,  1.49,    2606,  0.53,   12024,  2.45
 144,-369.00,   14222,  1.45,    1753,  0.36,   12469,  2.54
 145,-368.00,   13935,  1.42,    1193,  0.24,   12742,  2.59
 146,-367.00,   13288,  1.35,     724,  0.15,   12564,  2.56
 147,-366.00,   12643,  1.29,     130,  0.03,   12513,  2.55
 148,-365.00,   11775,  1.20,    -655, -0.13,   12430,  2.53
 149,-364.00,   11470,  1.17,   -1095, -0.22,   12565,  2.56
 150,-363.00,   11043,  1.12,   -1284, -0.26,   12327,  2.51
 151,-362.00,   10802,  1.10,   -1396, -0.28,   12198,  2.48
 152,-361.00,   10575,  1.08,   -1689, -0.34,   12264,  2.50
 153,-360.00,   10004,  1.02,   -1776, -0.36,   11780,  2.40
 154,-359.00,    9418,  0.96,   -2120, -0.43,   11538,  2.35
 155,-358.00,    8907,  0.91,   -2535, -0.52,   11442,  2.33
 156,-357.00,    8010,  0.81,   -2833, -0.58,   10843,  2.21
 157,-356.00,    6955,  0.71,   -3169, -0.64,   10124,  2.06
 158,-355.00,    5923,  0.60,   -3682, -0.75,    9605,  1.95
 159,-354.00,    4883,  0.50,   -4063, -0.83,    8946,  1.82
 160,-353.00,    3958,  0.40,   -4576, -0.93,    8534,  1.74
 161,-352.00,    2486,  0.25,   -5463, -1.11,    7949,  1.62
 162,-351.00,     795,  0.08,   -6252, -1.27,    7047,  1.43
 163,-350.00,    -991, -0.10,   -6798, -1.38,    5807,  1.18
 164,-349.00,   -2313, -0.24,   -7323, -1.49,    5010,  1.02
 165,-348.00,   -2999, -0.31,   -7654, -1.56,    4655,  0.95
 166,-347.00,   -3467, -0.35,   -7942, -1.62,    4475,  0.91
 167,-346.00,   -4063, -0.41,   -8166, -1.66,    4103,  0.83
 168,-345.00,   -4781, -0.49,   -8420, -1.71,    3639,  0.74
 169,-344.00,   -5195, -0.53,   -8625, -1.75,    3430,  0.70
 170,-343.00,   -5297, -0.54,   -8842, -1.80,    3545,  0.72
 171,-342.00,   -5901, -0.60,   -9432, -1.92,    3531,  0.72
 172,-341.00,   -6203, -0.63,   -9829, -2.00,    3626,  0.74
 173,-340.00,   -6190, -0.63,  -10138, -2.06,    3948,  0.80
 174,-339.00,   -6513, -0.66,  -10313, -2.10,    3800,  0.77
 175,-338.00,   -7198, -0.73,  -10278, -2.09,    3080,  0.63
 176,-337.00,   -6839, -0.70,   -9821, -2.00,    2982,  0.61
 177,-336.00,   -6458, -0.66,   -9371, -1.91,    2913,  0.59
 178,-335.00,   -6327, -0.64,   -9107, -1.85,    2780,  0.57
 179,-334.00,   -6100, -0.62,   -8852, -1.80,    2752,  0.56
 180,-333.00,   -5554, -0.56,   -8367, -1.70,    2813,  0.57
 181,-332.00,   -4869, -0.50,   -7672, -1.56,    2803,  0.57
 182,-331.00,   -4590, -0.47,   -6909, -1.41,    2319,  0.47
 183,-330.00,   -4493, -0.46,   -6335, -1.29,    1842,  0.37
 184,-329.00,   -4241, -0.43,   -5702, -1.16,    1461,  0.30
 185,-328.00,   -3226, -0.33,   -4785, -0.97,    1559,  0.32
 186,-327.00,   -2345, -0.24,   -4350, -0.89,    2005,  0.41
 187,-326.00,   -1952, -0.20,   -3989, -0.81,    2037,  0.41
 188,-325.00,   -1550, -0.16,   -3507, -0.71,    1957,  0.40
 189,-324.00,    -898, -0.09,   -2513, -0.51,    1615,  0.33
 190,-323.00,    -128, -0.01,   -1305, -0.27,    1177,  0.24
 191,-322.00,     844,  0.09,       7,  0.00,     837,  0.17
 192,-321.00,    1911,  0.19,    1348,  0.27,     563,  0.11
 193,-320.00,    2173,  0.22,    2138,  0.43,      35,  0.00
 194,-319.00,    1895,  0.19,    2746,  0.56,    -851, -0.17
 195,-318.00,    1484,  0.15,    2933,  0.60,   -1449, -0.29
 196,-317.00,    1219,  0.12,    3268,  0.66,   -2049, -0.42
 197,-316.00,     966,  0.10,    3802,  0.77,   -2836, -0.58
 198,-315.00,    1139,  0.12,    4530,  0.92,   -3391, -0.69
 199,-314.00,     974,  0.10,    5261,  1.07,   -4287, -0.87
 200,-313.00,    -315, -0.03,    5688,  1.16,   -6003, -1.22
 201,-312.00,   -1312, -0.13,    6148,  1.25,   -7460, -1.52
 202,-311.00,   -1015, -0.10,    7088,  1.44,   -8103, -1.65
 203,-310.00,   -1104, -0.11,    7735,  1.57,   -8839, -1.80
 204,-309.00,   -1527, -0.16,    8497,  1.73,  -10024, -2.04
 205,-308.00,   -1963, -0.20,    9662,  1.97,  -11625, -2.37
 206,-307.00,   -1688, -0.17,   10872,  2.21,  -12560, -2.56
 207,-306.00,   -1750, -0.18,   11388,  2.32,  -13138, -2.67
 208,-305.00,   -2095, -0.21,   11578,  2.36,  -13673, -2.78
 209,-304.00,   -2047, -0.21,   11597,  2.36,  -13644, -2.78
 210,-303.00,   -1809, -0.18,   11932,  2.43,  -13741, -2.80
 211,-302.00,    -942, -0.10,   12703,  2.58,  -13645, -2.78
 212,-301.00,    -358, -0.04,   13199,  2.69,  -13557, -2.76
 213,-300.00,    -468, -0.05,   13006,  2.65,  -13474, -2.74
 214,-299.00,    -207, -0.02,   12999,  2.64,  -13206, -2.69
 215,-298.00,     111,  0.01,   13078,  2.66,  -12967, -2.64
 216,-297.00,    -105, -0.01,   12922,  2.63,  -13027, -2.65
 217,-296.00,    -140, -0.01,   12873,  2.62,  -13013, -2.65
 218,-295.00,     636,  0.06,   12909,  2.63,  -12273, -2.50
 219,-294.00,    1674,  0.17,   12981,  2.64,  -11307, -2.30
 220,-293.00,    2506,  0.25,   12978,  2.64,  -10472, -2.13
 221,-292.00,    3528,  0.36,   13288,  2.70,   -9760, -1.99
 222,-291.00,    4739,  0.48,   13388,  2.72,   -8649, -1.76
 223,-290.00,    5748,  0.58,   13275,  2.70,   -7527, -1.53
 224,-289.00,    6950,  0.71,   13389,  2.72,   -6439, -1.31
 225,-288.00,    8073,  0.82,   13466,  2.74,   -5393, -1.10
 226,-287.00,    9208,  0.94,   13487,  2.74,   -4279, -0.87
 227,-286.00,   10005,  1.02,   13531,  2.75,   -3526, -0.72
 228,-285.00,    9958,  1.01,   13569,  2.76,   -3611, -0.73
 229,-284.00,   10382,  1.06,   13685,  2.78,   -3303, -0.67
 230,-283.00,   10985,  1.12,   13995,  2.85,   -3010, -0.61
 231,-282.00,   11339,  1.15,   14233,  2.90,   -2894, -0.59
 232,-281.00,   11787,  1.20,   14528,  2.96,   -2741, -0.56
 233,-280.00,   12024,  1.22,   14923,  3.04,   -2899, -0.59
 234,-279.00,   12314,  1.25,   15162,  3.08,   -2848, -0.58
 235,-278.00,   12682,  1.29,   15221,  3.10,   -2539, -0.52
 236,-277.00,   12847,  1.31,   15331,  3.12,   -2484, -0.51
 237,-276.00,   12904,  1.31,   15600,  3.17,   -2696, -0.55
 238,-275.00,   12463,  1.27,   15497,  3.15,   -3034, -0.62
 239,-274.00,   11885,  1.21,   15072,  3.07,   -3187, -0.65
 240,-273.00,   11704,  1.19,   14373,  2.92,   -2669, -0.54
 241,-272.00,   11527,  1.17,   13807,  2.81,   -2280, -0.46
 242,-271.00,   10749,  1.09,   13203,  2.69,   -2454, -0.50
 243,-270.00,    9967,  1.01,   12482,  2.54,   -2515, -0.51
 244,-269.00,   10602,  1.08,   11919,  2.43,   -1317, -0.27
 245,-268.00,   10651,  1.08,   10859,  2.21,    -208, -0.04
 246,-267.00,   10182,  1.04,    9559,  1.94,     623,  0.13
 247,-266.00,    8686,  0.88,    8107,  1.65,     579,  0.12
 248,-265.00,    7105,  0.72,    6941,  1.41,     164,  0.03
